category,text
sport,black magic new zealand rugby playing colour black haka black charles john munro discover rugby london christ college return nelson stag new zealand first game nelson town meet nelson college may town triumph two goal nil instigate game would become national obsession come dominate country sport passion game appeal kiwi psyche quickly spread native maori find particular empathy sport warrior ethos british team lead ae stoddart tour new zealand australia soon maori name joe warbrick english expat call thomas eyton decide gather combine new zealand team twentytwo maori four pakiha form new zealand native team play total match new zealand australia uk integration white maori reflecion enlighten new zealand rugby society even british press somewhat mystify prematch tradition maori war dance haka great symbol new zealand rugby black kit silver fern breast propose tom ellison first annual meet new zealand rugby football union new zealand play first international australia kiwi triumph sydney follow year official british touring team come new zealand first time tourists go australia undefeated captain david revell bedellsivright create animosity new zealand patronise attitude kiwi shock rugby world triumph wellington spark great celebration across country bedellsivright churlishly suggest victor would chance visit uk opportunity prove wrong come first official new zealand tour europe tourists early game quickthinking inventive approach press criticism begin grow scrum formation leave rove forward free disrupt opposition attack tactic effective two late try see kiwi win scotland ireland despatch dublin huge crowd crystal palace convulse laughter sight haka smile soon wipe face tourist run five try hammer england new zealand head wale meet country midst first golden age encounter would first series controversial clash side excellent try leave wing teddy morgan seal win hardfought encounter cardiff arm park postmatch talk dominate bob dean try rule scottish referee john dallas dallas say dean tackle short kiwi say drag back field play ground try deathbed three year later exclaim score try cardiff four black go newly form gold rugby league side soon tour new zealand strong enough crush anglowelsh tour team first south africa tour new zealand saw honour share threetest series start great rivalry rugby longrunning controversy country black inclusion maori player awesome black tourist become known invincibles win game france britain ireland include crush victory wale st helen despite success black scrum formation leave somewhat short possession time flaws exploit springbok south africa employ modern scrum lineup new zealand rover system first time south african team defeat black five game test series drawn twoall controversial new zealand scrum method finally disappear lion tour series new zealand lion manager describe tactic cheating prompt international rugby board rule three men pack front row scrum black european tour start inauspiciously loss swansea side inspire teenage schoolboy halfback hayden tanner willie davy thrill test cardiff arm park go wale although win try geoffrey reesjones controversial follow illegal claude davey tackle buildup new zealand next visit wale prove difficult lose cardiff draw swansea black top test wale arm park team lock clem thomas cross kick gather ken jones famous matchwinning try tourist make amends win home nation success barbarian arm park thriller new zealand build tour time return undoubtedly leading side world make shock great drop goal student john uzzell give newport unlikely win tourist rodney parade wilson whinneray side rally beat wale first win arm park four attempt go unbeaten rest tour return home first question put happen newport blemish record awesome tourist draw east wale beat full wale team cardiff take lead series country first time lead increase two comfortable win home side new zealand first time wale tour country independent team ferocious game arm park edged black measure revenge defeat inflicted new zealand carwyn jamesinspired lion james guide llanelli famous win tourist stradey park though final game tour barbarian defeat black cardiff game regard many great ever play new zealand defeat wale xv arm park noncap game game cardiff would reignite history controversy two country wales lead one minute leave andy haden flew floor lineout television picture clearly show dived english referee roger quittenton fool award penalty duly convert brian mckechnie win since infamous game competition largely leave wale v new zealand fixture men red slip pinnacle world game crush win new zealand cardiff welsh rugby union centenary game sign thing come new professionalism southern hemisphere game leave europe behind show black swat wale aside brisbane semifinal inaugural world cup kiwi go claim cup would inflict misery wale illfated tour new zealand young talented wales side leave britain full confidence triple crown winner one great ever new zealand team demolish also take fearful beating provincial game wale captain jonathan davy return home call urgent change national game view ignore along generation wale best player choose head north rugby league win cardiff follow new zealand world cup wales big talk make look embarrass black ease victory johannesburg crush kiwi triumph wembley follow wales misery increase turned new zealand salvation shape coach graham henry steve hansen temporary resurgence welsh game experimental new zealand side come cardiff new millennium stadium leave victory bruise defeat follow wale hamilton hansen build towards world cup australia remarkable performance black give side renew hope wale give chance go game course match rediscover value attack flair lead early second half new zealand rally win style show wale use inspiration look well future face black team lead henry hansen come europe weaken squad end long season encouraging display south africa inspire confident wale camp believe claim first win men black year chance clearly history side
tech,tv future phone line internet tv talk since start web know early attempt uk home choice start thwart lack fast network broadband network bed become essential million big telco keen start shoot video line face competition cable company offer net voice call keen top iptv dog software giant microsoft think iptv internet protocol tv future television sit neatly vision connect entertainment experience telco want video long time ed graczyk director marketing microsoft iptv tell bbc news website challenge broadband network state technology long ago add feasible solution compression technology efficient enough net good enough lot star align last month make reality last year say deal make partner shape iptv ecosystem year deal start play service come online start ramp expand geography time broadband become prevalent south america part asia expand add telco really want send tripleplay video voice data one single line cable dsl digital subscriber line talk quadruple play mobile service add mix emerge new breed competition satellite cable broadcaster operator accord technology analyst tdg research million subscriber iptv service six year key appeal send tv programme line web data whenever viewer want use technology internet mean oneway relationship viewer broadcaster allow dvdlike interactivity limitless storage broadcast space bespoke channel playlists thousand hour programme film viewer fingertip potentially let operator target programme small niche localise audience send film bollywood fan instance well individual device operator could also send highdefinition programme straight viewer bypass need special broadcast receiver perhaps compel yet might say insignificant instantaneous channel flick currently delay try satellite cable freeview iptv speed millisecond get round applause accord mr graczyk microsoft one company start think iptv time ago believe way tv deliver future several year away say mr graczyk music tv move digital format thing software integrate medium device mean whole new generation connect entertainment experience cross device tv mobile game console company intend microsoft iptv edition software endtoend management delivery platform let telcos exactly seamlessly net seven major telco customer represent potential audience million exist broadband subscriber deal u telco sbc large tv software deal date say mr graczyk iptv telcos though several webbased offering aim put control hand consumer exploit net power jeremy allaire chief brightcove tell bbc news website would flavour iptv harness web channel niche exploit content usually view say focussed owner video content right digitally distribute content often see unencumbered distribution cable priceprohibitive say type iptv service might also distribution channel establish publisher unique type content offer cable satellite operator history channel archive instance clear sign iptv future microsoft player field lot middleware player provide similar management service microsoft like myrio ccor viewer decide really successful
sport,france v wales sat stade de france paris saturday february gmt bbc radio lw website france may beat scotland england tedious uninspired throughout match wale hand play fine rugby make best start since last title also good record stade de france first two game wale make two change team thrash italy rome kevin morgan take injured newportgwent dragon colleague hal luscombe right wing pack neathswansea osprey forward ryan jones bas bring blindside flank beef wales back row place jonathan thomas wales coach mike ruddock determine team go shell promise start championship graham henry former wale coach say couple year ago bold go france prove right say ruddock great way approach game something endorse player week despite stutter display first two game defend champion france also unbeaten underpressure coach bernard laporte make four change yannick nyanga debutant julien laharrague aurelien rougerie yannick jauzion come side france criticise absence traditional french flair ground way victory far year captain fabien pelous see hope horizon get impression get good say wale different team beat hope show proper game j laharrague rougerie jauzion traille c dominici delaigue yachvili marconnet bruno n ma f pelous capt j thion betsen nyanga j bonnaire bourgoin w servat milloud g lamboley harinordoquy p mignoni f michalak jp grandclaude g thomas capt k morgan shanklin g henson williams jones peel g jenkins davy jones b cockbain r sidoli r jones williams owen r mcbryde j yapp j thomas r sowdentaylor g cooper c sweeney r williams
entertainment,tv show unite angolan family angolan family attempt track separate nearly year war succeed thanks hugely popular tv show meeting point become one tv angola watch programmes reunite hundred family run daily television also radio every friday hundred people gather luanda independence square record message front tv camera hope lose relative see many relative reunite air begin absolute explosion huge huge crowd sergio gera programme chief coordinator tell bbc world service assignment programme thing little calmer slightly less people two half year broadcast still lot people go medium southern african country twice size france grip quest many people find relatives hundred thousand people die angola year civil war finally end ten thousand people still miss many hear anything year angolan family lose someone idea record independence square model square argentine capital buenos aries mother go talk dead miss exchange news one woman victoria lapete find sister remain member family independence square live meeting point see sibling year saw throw arm tell assignment start cry felt happy spent long without family suddenly sister however angola one poorest country africa number people access either television radio comparatively mean elsewhere country task reunite family lie primarily international committee red cross icrc city wambo icrc run gazetta page tabloidsize book contains names miss displace task make much hard huge number landmines dot around country difficult many displace stated joaquim sahundi head trace wambo try go back home others try relocate relative many people get injured village bush clearance mine people cross area step mine icrc also use medium run four daily broadcast list miss radio angola meanwhile remain massive challenge angolan family even reunite programme family reunification extremely important family remain reunified social integration job access education healthcare say rafael marque prodemocracy george soros foundation southern africa essentially government wait international community pay reconstruction persistently call donor conference way detach political responsibility
politics,mrs howard get key election role michael howard exmodel wife sandra play leading role conservative election campaign mrs howard make solo visit target seat well accompany husband helicopter campaign trail crisscross country mr howard host news conference party london hq every morning tory cochairman liam fox say want michael accessible possible mr fox say add party afraid scrutiny tory leader want meet many ordinary member public mr fox say tony blair also say intend get talk many people possible election campaign labour campaign chief say plan mr blair hold daily news conference mr fox respond accuse prime minister hide away scrutiny london medium liberal democrat also say plan hold daily news conference charles kennedy mr howard role mr fox say sandra already campaign michael number visit undertake short visit pattern continue work well mrs howard make debut speech conservative party conference bournemouth last october use speech fringe highlight work drug charity addaction support mrs howard also appear along side husband tv chat show interview itv morning say often criticise husband show side know
sport,reyes trick real admission jose antonio reyes add speculation link move arsenal real madrid fall victim radio prank spaniard believe talk real madrid sport director emilio butragueno allegedly berate teammate bad people wish play real madrid yearold tell cadena cope hopefully could happen love way madrid play happy way thing striker join gunner seville start frequently report homesick begin season superb form struggle maintain high standard arsenal gradually lose premiership initiative manchester unite chelsea playing real go carry play bad people added sure none real dressing room happy madrid interested always dream since little play story surface reyes move play report link spanish giant issue statement arsenal describing speculation flatter see story medium link real madrid say thursday lunchtime contract arsenal happy commit help team win trophy butragueno meanwhile angry impersonated radio disc jockey disgrace foundation say arsenal player respectful careful rumour appear news
entertainment,comic morris return sitcom comedian chris morris create controversial tv show brass eye return screen new sitcom spoof london medium worker morris direct cowrite nathan barley character cult website tv go home channel sendup stereotypical cool metropolitan medium scene nicholas burn title role brass eye satire medium handle paedophilia spark complaint nathan barley characterdriven comedy accord charlie brooker create tv go home cowritten series barley describe webmaster guerrilla filmmaker screenwriter dj word selffacilitating medium node story also feature dan ashcroft style magazine columnist sister claire filmmaker hat cool scene well brass eye morris behind another news show satire day today dark sketch comedy jam new show expect begin february
tech,itunes user sue apple ipod user apple itunes music service sue firm say unfair use ipod play song say apple break anticompetition law refuse let music player work site apple open online store launch ipod us technology ensure song bought play ipod californian thomas slattery file suit u district court san jose seek damage apple turn open interactive standard artifice prevents consumer use portable hard drive digital music player choice lawsuit state key lawsuit would convince court single brand like itunes market separate rest online music market accord ernest gellhorn antitrust law professor george mason university practical matter low court highly sceptical claim prof gellhorn say apple sell six million ipod since gadget launch share market portable digital music player market research firm npd group report million song sell itunes music store since launch apple unlawfully bundle tie andor leveraged monopoly market sale legal online digital music recording thwart competition separate market portable hard drive digital music player viceversa lawsuit say mr slattery call itunes customer also force purchase apple ipod want take music listen spokesman apple decline comment apple online music store use different format song napster musicmatch realplayer others rival use mp format microsoft wma format apple use aac say help thwart piracy wma format also include socalled digital right management use block piracy
business,consumer spending lift u growth u economic growth accelerate third quarter help strong consumer spending official figure show economy expand annual rate july september period commerce department say figure mark increase growth record second quarter fell short rate pencil forecaster increase reflect big jump consumer spending year little soft consensus real surprise say gary thayer economist ag edward son friday growth estimate one last significant piece economic data november presidential election democrat challenger john kerry criticise president george w bush handle economy point net loss job since mr bush take office analyst say economy still grow fast enough stimulate largescale job creation pretty good growth rate may good enough create enough job say robert brusca chief economist fact opinion economics new york however president bush expect point commerce department figure show consumer spending grow third quarter second evidence policy generate solid growth consumer spending account two third economic activity u weak expect growth figure make less likely u federal reserve raise interest rate next month economist say economy regain traction third quarter growth robust ag edward thayer think mean fed take time raise rate probably see one rate hike end year effort preempt rise inflation federal reserve push three quarterpoint rate rise since june year take borrowing cost financial market dollar fell slightly euro yen dow jones index lead u share little change
tech,kenyan school turn handhelds mbita point primary school western kenya student click away handheld computer stylus exercise school textbook digitise pilot project run eduvision look way use low cost computer system get uptodate information student currently stick ancient textbook matthew herren eduvision tell bbc programme go digital nongovernmental organisation use combination satellite radio handheld computer call eslates eslates connect via wireless connection base station school turn connect satellite radio receiver data transmit alongside audio signal base station process information satellite transmission turn form read handheld eslates downloads satellite every day process stream sort content material destine user connect also store hard disc system cheap instal maintain internet connection conventional computer network mr herr say pros con project simple set satellite antenna roof school also oneway connection get feedback specific request end user difficult project still pilot stage eduvision staff ground attend teethe problem linuxbased system content divide visual information textual information question user scroll section independently eduvision plan include audio video file system develop add content mr herr say would vastly increase opportunity available student currently negotiation take advantage project organise search site google digitise world large university library book public domain something like million could put base station manufacture every rural school africa would access library student oxford harvard currently project operate area main electricity mr herr say eduvision already plan extend remote region plan put solar panel school base station eslates charge day child school take home night continue work maciej sundra design user interface eslates say project ultimate goal level access knowledge around world age people research use internet student still use textbooks fact rural develop country excite need
business,brewer profit lose fizz heineken carlsberg two world large brewer report fall profit beer sale western europe fell flat dutch firm heineken saw annual profit drop warn earnings may also slide danish brewer carlsberg suffer fall profit due wan demand increase marketing cost look russia china provide future growth western european market largely mature heineken net income fell euros euro year ago blame weak demand western europe currency loss warn september weaken u dollar cut value foreign sale would knock euros operate profit despite dip profit heineken sale improve total revenue year bn euros bn euro heineken say plan invest euros aggressive highimpact market europe u heineken also own amstel murphy stout brand say would also seek cut cost may involve close brewery heineken increased dividend payment euro cent warn continued impact weak dollar increase market spend may lead drop net profit carlsberg world fifthlargest brewer saw annual pretax profit fall bn danish krone euro beer sale affect sluggish european economy ban smoke pubs several european country nevertheless total sale increase bn krone thanks strong sale carlsberg lager russia poland carlsberg optimistic heineken project rise net profit year however also plan cut job sweden sale hit demand cheap import brand remain cautious mediumtolong term outlook revenue growth across western europe host economic social structural reason investment bank merrill lynch say carlsberg
business,sn extend indian beer venture uk big brewer scottish newcastle sn buy india united brewery deal worth bn rupee mm sn buy equity stake united maker wellknown kingfisher lager brand make public offer buy another stake similar hold controlled vijay mallya chair indian firm deal natural development joint venture unite say tony froggatt sn chief executive top brand include newcastle brown ale foster john smith strongbow kronenbourg sn unite agreed form strategic partnership one would include joint venture business uk investment indian brewer joint venture establish may party stake venture millennium alcobev millennium alcobev merge united expect postmerger half india beer market india population one billion consumes billion bottle beer every year kingfisher market share addition equity stake sn invest bn rupee unite nonconvertible redeemable preference share meanwhile united budget airline kingfisher airline buy aircraft airbus option buy aircraft deal worth bn airline brainchild mr mallya expect start operation end april new airline would break even first year operation mr mallya say
tech,concern window atms cash machine network could soon susceptible computer virus security firm warn warn issue many bank start use window operate system machine already four incident windows virus disrupt networks cash machine run microsoft operate system banking expert say danger overplayed risk infection disruption small many year venerable ibm operate system know os staple software use power many cash machine operation around world ibm end support o force bank look alternative also pressure make bank turn window say dominic hirsch manage director financial analysis firm retail banking research say many cash machine also upgrade make full use new europay mastercard visa credit card use computer chip instead magnetic stripe store data u law demand disabled people get equal access information also force bank make cash machine versatile able present information different way todd thiemann spokesman antivirus firm trend micro say move window cash machine without risk mr thiemann say research towergroup show new cash machine instal window base already say four incident cash machine unavailable hour due virus affect network bank own january slammer worm knock cash machine bank america many operate canadian imperial bank commerce august year cash machine two unnamed bank put action hour follow infection welchia worm incident like happen say mr thiemann bank start use window cash machine also change network technology use link device back office computer often mean cash machine computer bank share data network could mean cash machine get catch virus go around common transmission system say bank need consider protection part investment maintain security network mr thiemann tell bbc news online mr hirsch retail banking research say number cash machine actually risk low upgrade every year currently say cash machine lifetime year mean atms get swap new model every year windows cash machine around several year say bank simply upgrade part usual replacement cycle theory big threat window os say think bank hugely concerned moment pretty unusual hear virus problem atms say many different security system builtin cash machine mean chance virus could cause start spit cash spontaneously say bank likely worry internal network overwhelm worm viruses customer able get cash add spokesman association payment clearing service apacs represent uk payment industry say risk virus minimal concern go type virus hit uk network say risk infection small data network connect uk cash machine together operator atms much small tightlyknit community u viruses struck
business,retail sale show festive fervour uk retail sale well expect november christmas shopper begin seasonal flock high street figure show office national statistic ons say retail sale rise month year figure along week inflation report could trigger another interest rate rise new year however recent data british retail consortium show slip high street sale november ons data confound analyst expectation many expect sale fall slightly november shopper put buy christmas present december however retailer attempt draw crowd may behind november unexpected rise sale say aggressive tactic oneday discount sale adopt store mark spencer appear pay price discount certainly account much value retail sale grown much volume say investec economist david page figure spark rally sterling data support view early assume base rate peak
sport,johnson edge rival sotherton jade johnson edge rival kelly sotherton last effort claim aaa long jump title norwich union european indoor trial olympic heptathlon bronze medallist sotherton lead event first leap personal best johnson compete indoors five year leapt lifetime best last jump four foul johnson sotherton pass european championship qualify mark although sotherton main aim madrid next month pentathlon take olympic heptathlon champion carolina kluft ireland deliver shock men storm first major title second british favourite chris lambert settle second place defend champion ireland paul brizzel take third consolation lambert set personal best first round good enough qualify europe twotime aaa champion allyn condon ian mackie luck disqualify heat plenty hot action men hurdle scotland vie top spot olympian andy turner scott smash personal best way final broke win aaas title second turner finished second previously set personal best semifinal damien greave finish final trio athlete reach european qualifying mark season though one set miss callup british squad comfortably defend title clock eight minute second easily surpass european qualify mark european cross country bronze medallist rank number one europe season go madrid high hope helen clitheroe agonisingly close qualify mark claim runnersup spot personal best men heat qualify fast heat lay challenge inform welsh runner attack last come ahead james thie one minute second mcilroy third european ranking ease across finish set showdown sunday final sheffield watkins mcilroy already achieve european qualify mark scotland susan deacon stole thunder final woman fraser become fast british woman distance season qualify final second though time outside european standard deacon claim first aaas title distance edge fraser second woman shoot put veteran claim fourth aaas title throw mark good enough yearold book place next month european indoor championship madrid sotherton finish fifth produce two throw absence injured british number one carl myerscough claim men shoot put title throw qualify mark sale robert mitchell climb season best cm short european standard claim british indoor high jump title could clear finish fourth yearold disappointment temper already achieve qualify mark meeting slovenia tuesday bad luck british number one pole vault fail clear bar decide come aaas indoor title go instead ashley swain climb season best ireland taniesha scanlon set new national record woman triple jump
business,china top trader japan china overtake u become japan big trading partner accord number release japan finance ministry wednesday china account japan trade compare u u ahead china come second change highlight china grow importance economic powerhouse japan import export china hong kong add bn yen bnbn high figure japanese trade china since record begin compare bn yen trade u trade u hurt oneoff factor include month ban u beef import follow discovery cow infect mad cow disease bse u however economist predict china become even important japanese trading partner come year tuesday figure show china economy grow expert say overall growth picture remain strong analyst see two spur future growth china membership world trade organisation low trade tariff japan trade surplus grow trillion yen half surplus trillion yen account trade u december surplus grow year ago trillion yen thanks strongerthanexpected export
sport,tindall want second opinion england centre mike tindall seek second opinion surgery foot injury could force miss entire six nation bath player already opener wale february hand problem mike specialist review fracture right mid foot say england doctor simon kemp final decision make surgery medical team decide see second specialist england coach andy robinson already without centre greenwood flanker richard hill flyhalf jonny wilkinson certain miss least first two game robinson expect announce newlook england lineup monday match millennium stadium newcastle yearold centre mathew tait set stand tindall alongside club teammate jamie noon meanwhile tindall target return action end regular zurich premiership season april also aim back full fitness lion tour new zealand summer
business,swiss cement firm buy spree swiss cement firm holcim bid buy two indian cement firm hold company country plan buy associate cement company acc ambuja cement eastern hold firm ambuja cement india ltd holcim statement say share acc fell investor think offer underpriced decide sell meanwhile ukbased firm aggregate industry say agree bn takeover holcim deal aggregate give holcim world secondbiggest cement maker entry uk market boost presence u peter tom remain aggregate chief executive say p share offer provide significant value shareholder markfield leicestershirebased company run quarry uk u also readymixed concrete plant asphalt plant precast concrete factory indian deal go ahead give holcim major presence world fastestgrowing market behind china acc india secondlargest cement maker annual capacity million tonne market share holcim look buy acc cheap say kk mittal fund manager escort mutual fund new delhi market impress want substantial chunk pay premium market price share holcim rise thursday follow news takeover
sport,connell reject lion rumour ireland munster lock paul connell dismiss medium report link captaincy lion tour new zealand summer connell rumour among frontrunners job say totally focused sunday six nation crunch clash england honestly think report tell bbc sport lion thing speculation newspaper talk nothing ignore get job add thing annoys read report opposition lock think imagine say go show guy second row play one thing make cringe connell make tryscoring international debut wales two year ago enjoy meteoric rise rugby shop window refuse draw lion speak sir clive woodward time long certainly nothing summer holiday joke also say remains wary wound england ability come sunday game two straight defeat dismiss prediction certain irish victory dangerous think england team much experience skill become bad team overnight two world class gamebreakers josh lewsey jason robinson charlie hodgson ready click place insist ireland make mistake overconfident go happen squad ireland team line play england ever fall trap say every time play england know big task look u two year ago remember game well good feeling come replacement losing end get hammer know happen england come dublin could easily come dublin two win star grand slam face well
entertainment,pupil get antipiracy lesson lesson music piracy copyright issue teach secondary school pupil uk lesson aim yearolds introduce copyright include issue download internet illegal copy cds role protect creativity music piracy include illegally swap music online cost uk music industry million every year blame decline worldwide cd sale british music right bmr form represent interest songwriter composer work education expert put together learn pack songwriter guy chamber work star include robbie williams throw support behind scheme say well educate child music piracy would also protect young people plan career music industry unscrupulous individual debate london launch scheme chamber say think important young people receive practical engage learning school lesson give insight creative industry work help possible future career education pack already request secondary school aim give child understand copyright relation music industry also teach child importance royalty raise awareness different career music industry particularly digital age henri yoxall general manager british music right tell bbc news school cry resource help educate pupil issue scheme extension bmr respect value music campaign also back singersongwriters feargal sharkey lucie silva grammy awardwinning composer david arnold silva say think important student gain understanding music industry work young age wish give opportunity like school emma pike director general british music right say believe copyright essential part teach music school vital creatives future know turn idea value copyright education always important creatives face challenge opportunity technological change technology allow people create music distribute music public whole host new way
business,steady job growth continue u u create few job expect december analyst say dip hiring enough derail world big economy accord labor department figure new job add last month take total million best show five year job creation one last year main concern u economy worry still remain condition set steady growth analyst say unemployment rate stay december job need create month figure drop respectable report say michael moran analyst daiwa security payroll growth december little light consensus forecast upward revision prior two month increase manufacture employment manufacture cyclical area economy show job growth good indication economy solid growth track mean federal reserve likely continue policy raise interest rate feed lifted borrowing cost five time last year cite evidence u economic recovery become robust job creation one last year main concern u economy prove main topic debate u presidential election demand worker far boom condition set steady growth overall compare previous year look great keep go strong strong expect case say kurt karl economist swiss new york meanwhile economist caution read much data federal reserve show unexpected bn drop consumer debt november fall consumer spending make twothirds u economic activity could help limit extent future interest rate rise economist say could number reason fall borrow include credit card personal loan note figure vary monthtomonth basis
business,boeing unveils new aircraft u aircraft firm boeing unveiled new longdistance plane try regain position industry lead manufacturer lr capable fly almost mile nonstop link city london sydney boeing contrast european rival airbus hope airline want fly small aircraft longer distance airbus overtook boeing number one civilian planemaker focus socalled super jumbos analyst divide approach best say late tussle boeing airbus may prove define moment airline industry boeing plan offer twinengine plane able fly direct many world airport get rid need connect flight bank small slimmer plane lr muchanticipated dreamliner plane set take sky lr launch delayed september attack u fifth variation boeing twinaisle plane company offically rolledout new seattle gmt well fuel efficiency engine make ge light material mean plane connect almost two city worldwide boeing late variant successful line airplane doubt continue successful say david learmount operation safety editor industry magazine flight international lr niche player mr learmount continue add reach criterion airline use pick aircraft mr learmount point lr market couple year limit success attract order also say plane may able fly sydney london one hit prevail wind mean would stop somewhere return journey airbus future big pinning hop plane carry many people large hub airport passenger would ferry final destination small plane airbus also keep option open plan compete main category aircraft produce rival boeing line year airbus boeing year ago product range say flight international mr learmount boeing airbus take order new plane boeing say expect sell lr plane next year already order pakistan international airline eva taiwan order help underpin company profit boeing say earnings last three month drop cost relate stop production small airliner cancellation u air force tanker contract net profit euros quarter compare bn period
entertainment,keanu reef give hollywood star actor keanu reeve best known role matrix movie award star prestigious hollywood walk fame yearold attend unveiling star mother patricia thank inspiring become actor year old ask mom ok actor reef say say whatever want star th embed pavement hollywood boulevard actor born lebanese capital beirut also speak drop school pursue act career hollywood call say got car british racing green volvo hole floor brick hold seat young man full hop dream reef first find fame teen comedy bill ted excellent adventure go combine blockbuster speed devil advocate matrix series small film include private idaho recently see something get ta give alongside jack nicholson diane keaton next film supernatural thriller constantine release u later month open uk march
sport,wenger hand summer war chest arsenal bos arsene wenger guarantee transfer fund boost squad summer club manage director keith edelman stress development new stadium affect wenger spending power money worry get edelman tell bbc sport hopefully spend summer come year arsene attend board meeting know finance strong edelman add pointless brand new stadium team match surroundings great nice new surroundings team perform pitch great respect fabulous stadium say important sufficient fund team place begin stadium
sport,federer join alltime great last year see one player dominate men tennis one country dominate woman game roger federer become first man since mat wilander win three grand slam one season anastasia myskina become first russian woman win grand slam french open two follow wimbledon u open meanwhile briton tim henman enjoy best year greg rusedski fight back superbly adversity federer begin year world number one holder wimbledon master cup title set conquer new ground swiss sound warn dominance come australian open rip draw beat marat safin final andy roddick player put real resistance wimbledon federer performance lleyton hewitt u open final breathtaking federer get well hewitt seasonending master cup victory houston prove th successive win final open era record major letdown thirdround loss gustavo kuerten french open roland garros main target also surprise loss unheralded tomas berdych olympic game saw chile dominate nicoals massu take single pair fernando gonzaelz win double gold another major trophy look beyond federer davis cup spain home success usa seville roddick struggle clay lose rafael nadal opening day go carlos moya allimportant fourth rubber henman break new ground reach semis clay french open stun effort also u open quarterfinal defeat mario ancic wimbledon disappointing limp manner briton defeat remain optimistic go next year british number two rusedski endure rollercoaster year return circuit clear dope offence march rank many fear yearold career battle back second half season reenter top russian woman finally deliver longrecognised promise myskina maria sharapova svetlana kuznetsova win grand slam take seasonending feed cup young russians way different story belgian williams sister veteran lindsay davenport hold new wave bay stun run form wimbledon take number one ahead amelie mauresmo whose grand slam drought go year start regulation fashion justine heninhardenne beat compatriot kim clijsters australian open virus ruin rest heninhardenne year although fit enough win olympic gold clijsters even miserable suffer serious wrist injury announce end relationship lleyton hewitt happy see year end absence myskina thrash elena dementieva historic woeful allrussian final french open wimbledon refresh affair sharapova captivate sw showing nerve steel battle past davenport serena williams take title davenport strong favourite u open hamper injury lose powerful unflappable kuznetsova semi kuznetsova go give dementieva another grand slam final thrashing latter wayward serve become one talk point year russian still improve like heninhardenne clijsters davenport mauresmo venus serena need fully fit motivate may take compatriot safin challenge federer men side
politics,ukip candidate suspend probe eurosceptic party ukip suspend candidate allegedly suggest criminally insane kill john houston due stand east kilbride seat lanarkshire next election suspend report view include return british empire send two scottish newspaper ukip spokesman mark croucher say select mr houston know nothing view episode come difficult time ukip soon highprofile departure mep robert kilroysilk mr houston allege say organ criminally insane make available lawabiding member community propose legalisation drug sex trade document reportedly say look resurrection british empire problem human race environmental others deal global scale call radical alliance englishspeaking nation uniquely able mr croucher say main issue would mr houston report view present ukip policy say might submission committee work party manifesto would match mr houston stand become candidate tell bbc news appear say thing suspend member candidate account none mention selection meeting simply distraction task hand eu constitution individual idiocy mr houston quote herald newspaper say feel ukip overreact overshot runway peter nielson ukip scotland chairman say suspend mr houston friday night remain suspend matter investigate decide action take say evidence would look mr houston may interview party added comment much moment one version see paper yet
tech,first look playstation chip detail chip inside sony playstation reveal sony ibm toshiba release limited data socalled cell chip able carry trillion calculation per second chip make several different processing core work task together playstation expect developer expect get prototype early next year tune game appear launch three firm work chip since detail release might function joint statement three firm give hint chip work fuller detail release february next year international solid state circuit conference san francisco three firm claim cell chip time powerful exist processor put inside powerful computer server cell consortium expect capable handle trillion float point operation calculation every second chip also refine able handle detailed graphic common game data demand film broadband medium ibm say would start produce chip early manufacturing plant u first machine line use cell processor computer workstation server work version p due show may full launch next generation console expect start well inside playstation chip also use inside highdefinition tv powerful computer future form digital content converge fuse onto broadband network say ken kutaragi chief operate officer sony current pc architecture near limit
politics,crucial decision supercasinos decision whether allow westminster legislate supercasinos set make scottish parliament government plan eight la vegas style resort uk one likely glasgow scottish minister insist still final say whether supercasino build scotland opposition party say happen practice vote due take wednesday expect close scottish executive believe legislation handle westminster new law control internet gamble first time aim prevent child become involve supercasino glasgow could locate ibrox scottish exhibition conference centre new gamble bill go westminster allow casino complex open public live entertainment large number fruit machine unlimited prize scottish national party tory say issue supercasinos decide scotland believe executive shirking responsibility
